4.91667	46.3833
4.83333	46.2333
5.73333	46.1833
5.31667	46.1333
5.43333	46.3333
5.4	45.9167
4.88333	46.3
5.58333	46.0333
5.93333	46.2
4.95	46.0833
5.06667	46.1833
5.35	45.9167
5.55	46.1333
5.11667	45.9
5.75	45.8333
4.73723	45.945
5.6	45.8333
5.33333	46.05
5.61667	46.15
5	46.4333
5	46.1667
5.73333	45.8167
5.68333	46
5.36667	45.8833
5.7	45.9667
5.71667	45.9
5.33333	45.95
5.21667	45.8667
5.25	45.9
5.55	45.7833
5.78333	45.85
5.08333	46.4167
5.25	46.3333
5.18333	46.3667
5.36834	46.2714
5.63333	45.65
5.28333	46.2833
5.6	45.9667
4.9	46.0667
5.51667	46.15
5.5	45.9583
5.4	46.0833
5.21667	45.9667
5.57084	46.1867
5.43333	45.9
5.65	45.9667
5.38333	46.1833
5.33333	46.1
6.01667	46.25
5.48333	46.2
5.06667	46.2667
5.71667	45.9333
5.03333	46.1833
5.43333	45.85
5.5	46.1167
4.81667	46.1667
5.33333	46.1667
5.16667	45.8833
5.08333	46.1667
5.3	46.3833
5.16667	46
5.08333	46.0167
5.1	45.9833
5.28333	46.1667
5.68333	45.9
4.95	45.9167
5.1	45.8667
5.2	46.1833
5.61667	45.7333
4.93333	45.95
5.06667	46.4
4.83333	46.2
5.13333	46.3333
5.46667	45.8833
5.46667	46.1333
4.81667	46.1333
4.8	46.1667
4.8	46.0333
5.36667	46.0833
5.01667	45.8167
5.41667	46.0333
5.46667	45.95
4.76667	46.0667
5.1	45.8333
5.33333	45.9333
5.05195	45.8942
5.25	45.85
5.6	45.7333
5.06667	45.8333
5.52667	46.1856
5.6	45.75
5.2	45.8167
5.88333	46.2167
5.41667	45.85
5.66667	45.6333
5.65	46.0333
5.23333	46.45
5.68333	45.85
5.08333	46.4667
5.46667	46.0333
5.3	45.9667
5.65	45.6833
5.48333	45.9
5.2	46.0333
5.56667	45.7833
4.9	46.4
5.46667	45.7833
4.81667	45.9333
5.56667	46.2667
5.36667	46.2167
5.78333	46.1333
5.13333	46.25
6.08333	46.35
4.83333	45.9167
4.98333	46.2667
5.45	46.15
5.43333	45.9833
5.55	46.2167
5.15	46.05
4.78333	46.1
4.88333	46.1833
5.26667	46.1167
4.78333	45.95
5.43333	46.0667
5.15	45.9333
5.03333	46.0667
5.21667	45.8333
4.85	46
5.76667	45.7333
5.58333	45.7
5.36667	45.9833
4.8	46.0667
5.66667	46.3167
5.61667	45.7667
4.95306	45.8245
5.83333	46.1333
